id,title,content,tags
7212,estimate transfer function of stepper motor ,i have a stepper motor which has an internal controller   i would like to determine them both  but don t know how i should approach the problem   the system receives a input velocity and position  and moves toward that position using that velocity  the input could also just be a velocity   the plant is a pan and tilt unit  which has   stepper motors  i tried with ident but only got a fit of         my input was a noisy signal  and output  was the position it writes out   ,control
7215,arduino create    reading sensor values,over the past few weeks  i have been attempting to interface the irobot create   with an arduino uno  as of yet  i have been unable to read sensor values back to the arduino  i will describe by hardware setup and my arduino code  then ask several questions  hopefully  answers to these questions will be helpful for future work with the create    hardware  the irobot create   is connected to the arduino uno according to the suggestions given by irobot  instead of the diodes  a dc buck converter is used  and the transistor is not used because a software serial port is used instead of the uart port  software  the following is the code that i am implementing on the arduino  the overall function is to stop spinning the robot once the angle of the robot exceeds some threshold  a software serial port is used  which runs at the default create   baud rate   questions   am i loading the sensor values into the array correctly  this same code works when a bump and run program is implemented  but that requires knowing only one bit rather than two bytes  how many bytes can be read over the serial connection at a time  a previous post  help sending serial command to roomba  highlights that one byte can be sent at a time  does this imply that the reverse is true  if so  would a solution be to use a char array to read the values instead and then to append two chars to form an signed int  is serial communication synchronization a problem  i am assuming that synchronization is not a problem  but is it possible for the bytes to be split on the nibble boundaries  this would present a problem because there is not a nibble datatype    ,arduino irobot-create roomba
7216,what are the different ways to control distance to be covered by a robot ,i want to move a robot to a certain distance say   meter  what are the different ways that i can implement to do so  for example i can measure the circumference of the wheel and assign time of rotation to move it  what are other techniques to achieve this  ,wheeled-robot movement
7219,issue with multiple bytes from irobot create  ,i was having problems reading sensor information from my irobot create   and sent an email asking for help from the irobot staff  they were super helpful and gave me an answer the next day     that helped push along my project  i was requesting data from the create  to print to the screen so i could figure out how to write a code that would read the data  i started with this section of code that was not working for me  i trimmed some of the code off that controlled other functions    they told me that the code was actually working fine but i was trying to print out the value of the sensor packet without parsing it in any way  they then recommended i change the code in program  to this  while true       def tohexfrombyte val           return hex ord val       rjust         upper        x   connection read       for b in x          print tohexfrombyte b   this works beautifully and prints to the screen if the bumper is pressed or a wheel drops  my question is how to deal with responses that are longer than one byte  ie packet id     for voltage    when i try packet id     it prints to screen and it sends the high byte of  f and a low byte of d   i can manually combine them to get  fd  and convert it to a decimal of        volts but i would like to figure a way to print to screen the the voltage by having my program do this for me  many of the sensors send data in   bytes and i need a way to make sure that it is combined automatically   robb  ,irobot-create python roomba
7221,what is the difference between positioning and localization systems,i would like to know what are the differences between positioning and localization systems  in most review papers they are used interchangeably  are they the same   for example  gps global positioning system   gives coordinates of receiver and slam simultaneous localization and mapping   constructing or updating a map of an unknown environment is difference   positioning  only gives information about receiver coordinates no information about enviorement localization  gives information about receiver coordinates and also enviorement  positioning is a subtopic of localization ,localization slam gps
7225,robotic winch force sensor,i have a requirement for a motor that pulls a piece of rope until the rope is taught  however i m at a loss as to how to achieve this  i m sure it must ve been done before but i m not sure how to best describe this in a way that would get me more results  i wondered if there are any sensors or pre established methods for sensing resistance to motion in electrical motors  ,motor
7226,at what frequency should i input and read values ,i am at the moment trying to identify a system using frequency sweep  i have been using mathematica and have created a frequency sweep as such   the max frequency is    hz  i sample the data using      hz  but at what rate should i input it to the system  and what rate should i read from it  ,control
7227,building a micro cnc machine,i am building a micro cnc machine  probably from   cd roms as the x and y axis and a floppy drive as the z  or   hard drive as the x    cd drive as the y and   floppy as the z  but i am not sure how i wire this to work with emc   a linux cnc program that works with your parrallel port  do i connect my steppers directly to the control drivers the board i buy off ebay right   and then connect to my pc or do i need to interface the board instead then go to the driver and them my parralel port  i also am wondering why people opt for x y at the bottom and z at the top  why not put x y z stacked  so you could place it upside down for a top down view  i would do this but it might be done for accuracy   layers of potential failure  ,driver stepper-motor cnc
7229,irobot create    encoder counts,this post is a follows from an earlier post  irobot create    angle measurement   i have been trying to use the wheel encoders to calculate the angle of the create    i am using an arduino uno to interface with the robot  i use the following code to obtain the encoder values  a serial monitor is used to view the encoder counts   the code above prints out the encoder counts  however  when the wheels are spun backwards  the count increases and will never decrement  tethered connection to the create   using realterm exhibits the same behavior  this suggests that the encoders do not keep track of the direction of the spin  is this true   ,irobot-create roomba
7230,system identification on a physical system with constrains,what kind of input output test can be peformed on at physical system which has constraints to identify the transfer function   the system which is being discussed is a pan tilt unit    the input it receives is either both a position and velocity or only a velocity    ,input
7234,are lipo really     times more energy dense than model rockets ,lately i ve been interested in comparing the energy density of model rocket engines to lithium polymer batteries  attached to motors and propellers  for propelling things upwards  to get a feel for this  i decided to compare an estes c    motor to a  dr iris   quadcopter  estes c    has initial mass of     g  and produces    n s total impulse  so  the  impulse density  is about    n s       g        n s g      dr iris  weighs     g without battery     ah battery weighs    g and will power hover for about    minutes  so about     a draw   thrust produced to hover on earth is    n kg            kg       n   impulse density  is     n       s      g        n s g      so  according to my math here  the lipo is about                 times more energy dense than the model rocket engine  of course  the model rocket engine will lose      g of propellant by the end of the flight so it will be effectively a little lighter  but that s not going to affect things by a factor of      does this seem right to you  am i missing anything  ,quadcopter rocket lithium-polymer
7235,how to implement and code inner and outer pd controllers for quadrotor for position tracking,the quadrotor system is  multi odes equations  the linearized model is usually used especially for position tracking  therefore one can determine the desired x y positions based on the roll and pitch angles  as a result   one nested loop which has inner and outer controllers is needed for controlling the quadrotor  for implementation  do i have to put  inside ode   for the inner attitude controller  i m asking this because i ve read in a paper that the inner attitude controller must run faster  i e   khz  than the position controller  i e          hz   in my code  both loops run at  khz  therefore inside ode   there is no while loop  is this correct for position tracking  if not  do i have to insert while loop inside ode   for running the inner loop  could you please suggest me a pseudocode for position tracking  to be more thorough  the dynamics equations of the nonlinear model of the quadrotor is provided  here  if we assume the small angles  the model is reduced to the following equations    begin align   ddot x           frac u      m     theta  cos psi    phi  sin psi      ddot y           frac u      m     theta  sin psi    phi  cos psi      ddot z           frac u      m    g       ddot  phi        frac l  i  x   u         ddot  theta      frac l  i  y   u         ddot  psi        frac    i  z   u         end align   the aforementioned equations are linear  for position tracking  we need to control  and   therefore we choose the desired roll and pitch  i e      begin align   ddot x   d      frac u      m     theta  d   cos psi    phi  d   sin psi      ddot y   d      frac u      m     theta  d   sin psi    phi  d   cos psi      end align   therefore  the closed form for the desired angles can be obtained as follows   begin bmatrix   phi  d      theta  d    end bmatrix     begin bmatrix   sin psi    cos psi      cos psi    sin psi   end bmatrix        left   frac m  u      right    begin bmatrix   ddot x   d      ddot y   d   end bmatrix   my desired trajectory is shown below  the results are   and the actual trajectory vs the desired one is   my code for this experiment is                              position controller                                 clear all  clc   dt           t         initial values of the system  x      dx       y      dy       z      dz          phi        dphi       theta      dtheta         psi   pi      dpsi         system parameters  m                 mass  kg  l                 arm length  m  jx               inertia seen at the rotation axis   kg m    jy               inertia seen at the rotation axis   kg m    jz               inertia seen at the rotation axis   kg m    g                 acceleration due to gravity m s    errorsumx      errorsumy      errorsumz       errorsumphi        errorsumtheta       pose   load  xytrajectory txt     desiredx   pose       desiredy   pose       desiredz   pose        ddesiredx      ddesiredy      ddesiredz       desiredxpre      desiredypre      desiredzpre       ddesiredphi      ddesiredtheta      desiredphipre      desiredthetapre         for i                torque input                   ux                        kpx       kdx      kix          ux   kpx   desiredx i    x      kdx   ddesiredx   dx     kix errorsumx      errorsumx   errorsumx     desiredx i    x          ddesiredx     desiredx i    desiredxpre     dt     desiredxpre   desiredx i                      uy                        kpy        kdy       kiy          uy   kpy   desiredy i    y      kdy   ddesiredy   dy     kiy errorsumy       errorsumy   errorsumy     desiredy i    y          ddesiredy     desiredy i    desiredypre     dt     desiredypre   desiredy i                        u                         kpz        kdz       kiz          u    kpz   desiredz i    z     kdz   ddesiredz   dz     kiz errorsumz       errorsumz   errorsumz     desiredz i    z           ddesiredz     desiredz i    desiredzpre     dt     desiredzpre   desiredz i                                                                                                                                                                                                                                             desired phi and theta    r      sin psi  cos psi              cos psi  sin psi         dangles   r    m u    ux  uy          wrap angles    desiredphi     wraptopi  dangles             desiredtheta   wraptopi  dangles                           u                         kpp        kdp       kip         u    kpp   desiredphi   phi     kdp   ddesiredphi   dphi      kip errorsumphi      errorsumphi   errorsumphi     desiredphi   phi          ddesiredphi     desiredphi   desiredphipre     dt     desiredphipre   desiredphi                                                                 u                          kpt        kdt       kit         u    kpt   desiredtheta   theta     kdp   ddesiredtheta   dtheta     kit errorsumtheta       errorsumtheta   errorsumtheta     desiredtheta   theta          ddesiredtheta     desiredtheta   desiredthetapre     dt     desiredthetapre   desiredtheta                                                                  u                         kps       kds         kis            u    kps       psi     kds       dpsi                               ode equations of quadrotor                                               x                           ddx    u  m    theta cos psi    phi sin psi          dx   dx   ddx dt       x    x    dx dt                           y                           ddy    u  m    theta sin psi    phi cos psi          dy   dy   ddy dt       y    y    dy dt                            z                           ddz    u  m    g       dz   dz   ddz dt       z    z    dz dt                            phi                           ddphi     l jx   u        dphi   dphi   ddphi dt       phi    phi    dphi dt                            theta                           ddtheta      l jy   u        dtheta    dtheta   ddtheta dt       theta     theta    dtheta dt                            psi                           ddpsi       jz  u        dpsi   dpsi   ddpsi dt       psi    psi    dpsi dt       store the erro      errorx i        x   desiredx i          errory i        y   desiredy i          errorz i        z   desiredz i          errorphi i        phi   pi           errortheta i      theta   pi           errorpsi i        psi             x i    x     y i    y     z i    z      t i    t        drawnow       plot  desiredx  desiredy  desiredz   r        hold on      plot  x  y  z   b      t   t   dt     end   figure    figure     set figure   defaulttextinterpreter   latex     set figure   units   normalized   outerposition               subplot        plot t  errorx   linewidth      title  error in  axis position  m    xlabel  time  sec    ylabel      linewidth       subplot        plot t  errory   linewidth      title  error in  axis position  m    xlabel  time  sec    ylabel      linewidth       subplot        plot t  errorz   linewidth      title  error in  axis position  m    xlabel  time  sec    ylabel      linewidth        subplot        plot t  errorpsi   linewidth      title  error in   m    xlabel  time  sec    ylabel     fontsize       grid on    figure    figure     set figure   units   normalized   outerposition               figure    plot  x y z   b   grid on  hold on  plot  desiredx  desiredy  desiredz   r    pos   get figure   position    set figure   paperpositionmode   auto   paperunits   inches   papersize   pos    pos       print figure   output     dpdf    r      legend  actual    desired    the code of the desired trajectory is  clear all  clc   fileid   fopen  xytrajectory txt   w      angle    pi  radius      z      t       for i              if   z                z   z                x               y          end     if    z                angle   angle                angle   wraptopi angle           x   radius   cos angle           y   radius   sin angle           z          end      x i    x      y i    y      z i    z       fprintf fileid   f  t  f  t  f n  x  y  z   end  fclose fileid   plot  x y z  grid on  ,quadcopter matlab microcontroller
7242,underwater rov variable ballast,how would you guys recommend making a variable ballast system for an underwater robot  i was thinking about this problem earlier and i was trying to figure out if there was a way to make one that didn t require a tank of compressed air   ,underwater
7243,fast c   library for stereo vision disparity computation,i am looking for a library for disparity map   stereo vision computation  these are my requirements   c   multi platform  linux  windows  osx   preferrable but not mandatory  not cuda based suited for robotics  e g  it should work even if the images are not perfectly rectified and the cameras are not perfectly calibrated  suitable for tracking purposes    fps or more  performing even with low res images  e g     x   px  open source  ,computer-vision stereo-vision
7244,conceptual problem regarding electronic shutters,i have been looking at ccd and cmos sensors and cameras to decide which one to use in the process of automatic control of a printing process  by now i am getting the grips on almost all the essential numbers and abbreviations but there remains a problem with shutters  i understand that there are different types of shutters  both mechanical and electronic  and i can understand how they work  my problem concerns shutter speed  if i use a mechanical shutter  well then the maximum shutter speed depends on that particular element in the assembly  but how does it work for electronic shutters  i have never read  max shutter speed  in any specs  the only thing i usually see floating around are frames per second  but those do usally not pass a limit of about     fps  depending on how the sensor it is built one could think that the maximum shutter speed therefore is       or       if it uses half frames  can this be right  it seems really slow  i will be faced with the task of recording crisp and clear images of paper which moves at about    m s  that is never possible with shutter speeds that slow  will i be forced to use a mechanical shutter or am i misunderstanding something  ,computer-vision cameras
7245,how many quadcopters would it take to lift a burrito ,i am investigating a possible business opportunity in which quadcopters perform high precision nutritional delivery via a burrito medium  i have never used a burrito  but i have read on the internet that they typically weigh         grams      this is much too heavy for commercially available platforms  how many quadcopters would it take to lift a single burrito        ,quadcopter distributed-systems
7249,quadcopter   is iphone the ultimate flight controller ,iphone contains  gyroscope gps two photo and video cameras self sufficient battery that outlives the motor battery wifi backup connectivity  cellular  bluetooth  programmable computer real time image processing capabilities and face detection general purpose io  with something like this   and old models are available very cheap  what is the main benefit of having a separate dedicated flight controller and camera on hobbyist rotorcraft rather than a general purpose device like the iphone  ,quadcopter
7251,is there a bug in the encoder counts packets       ,i think i have just found another bug   there was one that was mentioned in another post about the angle and distance  this one is about reading the encoder s counts  i was using them as a workaround for the other bugs but what i found in one instance is that the counts i was reading from the right encoder were incorrect  i was reading in a loop sleeping for    msec while turning the create   here is part of the counts where it definitely shows a problem   this kept on going until i stopped  it seems that it has a problem when it reaches the max  has anyone else ran into this or can explain or provide another workaround   ,irobot-create
7254,cool robotics projects,i m a robotics student but very new to this field  can you suggest any websites which provide projects helpful info that i can learn from  thanks ,mobile-robot
7256,sensing the level of a liquid in a tube,i m looking to build a sensor which will detect the level of liquid in a tube  it does not have to be precisely accurate  just detect whether the level is approximately above a certain height   the liquid level can be seen in the red oval  i thought about monitoring this with a webcam and using opencv to detect the liquid level  but this seemed a bit overkill  especially if i have to have a dedicated pc to process the images  surely there s a simpler solution  perhaps a component i can attach to a raspberry pi or arduino board      i m not very familiar with laser sensors so i don t know what is suitable   as long as it s reliable     edit i should add that the tube contains toluene which is flammable  and it is vacuum sealed  so we can t just drill into it  some kind of optical laser sensor might be  ok  as long as it can recognise a clear liquid   ,arduino sensors raspberry-pi laser
7265,pid over another module that implements a pid control ,i m in charge of a module to control the smoothness with which a platform should move  the platform already implements a closed loop control on its own but this firmware is closed and i do not have access to source code  it is therefore requested that a closed loop control should implemented on top of that pid  in a superior layer  above a module that already implements a closed loop control  so i have several question   it s conceptually correct implement a pid control in an upper layer to closed loop control that implements it  what features may be loose in the lower close loop  maybe loop control closed negatively be influenced by the pid that implements the top layer  estimate the angular speed  yaw and pitch  based on the position of the motors using kalman filters can generate values too far from the actual values reported  ,pid
7266,how can i make a quadcopter avoid obstacles using infrared ,i have a quadcopter built  and i need to be able to make it to autonomously follow a route and avoid obstacles where possible  my general plan is to have an array of sensors on a pre defined  front   the quadcopter will only go forward  generally i d like to make  it so that if the sensors pointing at a higher angle detect something getting closer as the bot moves forward  the quadcopter will stop  descend until the distance to that detected object decreases  and then continues forward  similarly  i d like the opposite event to happen if the sensors pointing at a lower angle detect something getting closer to the quadcopter  i m thinking of having something like   small infrared distance detectors  pointing up  forward  down    left  forward  right   basically a  x  matrix  would anyone have any ideas of the feasibility of this  i d like to use a raspberry pi  but it will probably also need an additional board to read in the values from its sensors  in addition  i have no idea which sensors to use  or if infrared can even work  any suggestions are more than welcome  i was also thinking about ultrasonic sensors  but having   of them could get cluttered  and i d worry about their short range when a crash means death for the quadcopter  i also fear they would cause interference with each other  ,mobile-robot quadcopter sensors
7270,what is load current and load speed  which battery is best suitable for this motor ,these are the specifications of the motor        rpm no load speed at   v no load current    a  stall current     a     kgcm torque  what is the definition of load current and load speed  which battery would be most suitable to power this motor  ,motor
7271,how would i implement a following drone with a camera using gps ,as the title states  is there any way to make a following drone that tracks a gps unit  and follows orients camera to that  similar to this ,cameras gps line-following
7277,assuming i have the angle with respect to two beacons  and know the distance between them  can i localize myself ,let s assume i have the following situation  and need to find  x y     is it possible  there does not appear to be more than one solution to the system  but my trigonometry is a bit rusty  i feel like i need one more distance  ,kinematics inverse-kinematics
7278,adding an actuator or force to a  featherstone  articulated rigid body model,i m working on a project where i need to model a system that is essentially comprised of a series of ball and socket joints attached to a base  which is attached in turn to a prismatic joint  rail    i ve read roy featherstone s rigid body dynamics algorithms cover to cover  and i ve also read the dynamics section from the springer handbook of robotics  also written by featherstone    it took me a long time to get acclimated to using his  spatial vector  and  spatial matrix  notation  but after re creating all of his notation by hand as an exercise it works out to just be a nice way of concatenating  x  and  x  matrices and vectors into  x  and  x  matrices and vectors  the maths he invents to perform operations can be a bit tedious to read as he hijacks some standard notation  but overall everything is very compact  very easy to implement in matlab   my problem is this  how do i add actuators to the model  he walks through explicitly configuring the joint definitions  link definitions  etc   but when it comes to actuators or applied forces he says something like   just add a  here and bob s your uncle     it s not discussed at all  in the handbook of robotics he suggests introducing a false acceleration to the fixed base to add the gravitational force term  but doesn t show how to add it in local coordinates nor does he mention how to add the actuator input   any help would be greatly appreciated  i ve considered starting over with a different book  but it s going to be a great expense of my time to re acclimate myself to a different set of notation  i d like to move forward with this  but i feel like i m just a few inches shy of the finish line   ,actuator dynamics joint
7287,odometry vs dead reckoning,in terms of robotics  what are the differences between odometry and dead reckoning  i read that odometry uses wheel sensors to estimate position  and dead reckoning also uses wheel sensors  but  heading sensors  as well  can someone please elaborate on this point for me  thanks ,odometry deduced-reckoning
7288,linear motion control for quadrotor  clarification ,i ve posted a question regarding this matter that i couldn t solve  i m reading this paper  the authors state   linear  and  motion control  from the mathematical model one can see   that the motion through the axes  and  depends on   in fact  is   the total thrust vector oriented to obtain the desired linear motion    if we consider  and  the orientations of  responsible for the   motion through x and y axis respectively  we can then extract from   formula      the roll and pitch angles necessary to compute the   controls  and  ensuring the lyapunov function to be negative   semi definite   see fig       the paper is very clear except in the linear motion control  they didn t explicitly state the equations for extracting the angles  the confusing part is when they say   we can then extract from   formula      the roll and pitch angles necessary to compute the   controls  and   where formula      is  u  x     frac m  u        cos phi  sin theta  cos psi    sin phi  sin psi     u  y     frac m  u        cos phi  sin theta  sin psi    cos phi  cos psi      it seems to me that the roll and pitch angles depend on  and   therefore we compute the roll and pitch angles based on the  and  to control the linear motion   ,control quadcopter
7291,stereo vision in matlab,i am working on a project about robot soccer vision   how i utilize two webcams as a stereo vision in matlab for robot soccer matters  ,stereo-vision matlab soccer
7294,dispensing precise quantities of liquid and powder,i ve been toying around with the idea of automating the process of testing aquarium water for certain chemicals  very briefly  salt water aquariums  reefs  specifically  require almost daily testing for     chemicals  calcium  alkalinity  ammonia  phosphate   this is typically done by hand  using various kits  there are two main types   you combine several powders with a fixed amount of aquarium water  and then compare the color the mixture turns with a chart you combine several liquids together with the aquarium water  and then add another liquid until the mixture turns a color  you then record how much of the final liquid you had to add for the color change to occur  titration    both methods are straightforward  but tedious  to maintain an aquarium well  you really do need daily readings of all of those metrics  which easily adds up to    minutes  daily  so   i d like to be able to automate the process  the biggest question is  how do i reliably dispense the materials needed  we re talking in gram and milliliter uom here  the kits come with plastic syringes and spoons of correct volume for the powders  i need a way to measure out and dispense both of these  and a way to queue up several days worth  refilling daily defeats the purpose   any ideas  edit this is different from how to measure and dispense a finite amount of powder or liquid because of the units of measure involved  i need to be able to reliably dispense    g        of a powder  or  ml        of liquid  ,electronics
7295,help with ultrasonic sensors on obstacles avoiding robot,well  i will start directly in my problem  i m working on a project and i only have    days left  the idea is simple  a wheeled robot with   ultrasonic sensors to avoid obstacles  i ve developed a code and it s working fine  i m using  arduino uno  l   d driver for the   dc motors    hc sr   ultrasonic sensors and the newping library  i ve made some kind of a shield where i soldered common points for gnd and  v in order to connect the l    ic and the sensors pins easily  the problem is that the ultrasonic sensors only functioned once in the expected behavior  after that they were always sending the zero result and sometimes a number is showed when i disconnect the sensor   is it a power problem  i m using the usb cable to power the arduino and the sensors  motors are powered using   li po batteries  kindly provide me with guidance ,arduino power ultrasonic-sensors
7297,arm to disassemble and assemble notebook at home ,suppose i have perfect ai to control robotic arm   what characteristics should it fulfill to be able to take such common tools as screwdriver and linesman s and disassemble and then assemble conventional notebook computer  are there such models available  is seems to me  that such arms as owi     are only toys  i e  they can just relocate lightweight objects and that s all  am i right  update also suppose that my ai can look at assembly area with multiple hd cameras and can perfectly  understand  what is sees  ,robotic-arm
7308,how to control a dc motor,i have   of these   v motors and a   v battery  i would like to know what the best solution for controlling this motor with an arduino uno would be  does the motor controller need to have a maximum current of    a  i though of a    a transistor connected to the pwm pin of arduino  and then  control the motor with pwm  is voltage regulator better than pwm  ,motor esc pwm microcontroller
7311,how can i make a compact soft robot,i want to make a compact  actuators motors and sensors are all in one  soft robot  actuators can be pneumatic or dielectric  i need suggestions about manufacturating  i m open to new ideas  ,actuator manufacturing
7315, nm small motor,currently designing a spherical wrist  i want to manipulate a    gr payload  the design has a    mm span  so i m guessing at a    nm  considering the weight of structure   motors    i ve looked at maxon  faulhaber  but can t find any motor gearbox encoder under a    gr  any suggestion   ,motor actuator torque
7316,how can i make a motion tracking camera ,i m looking into cctv  and am interested in minimising costs by having a motion tracking camera cover an area that would otherwise utilise multiple cameras  there is already something like this on the market manufactured by a company called nightwatcher  i think    however  it does not track  it merely senses using   pir s and points the camera in   of   positions  ping ponging between them if the subject is between sensors  i like the idea of this  but not the drawbacks  and was wondering if there was anything i could do with an arduino or similar to achieve a better result  i stumbled across this  but am not entirely sure about it  also this is for outside application  and that thread is for indoor  if that makes a difference    edit    just in case i have mislead you  i want to have a unit where sensors detect movement and then a camera to face that position  ,cameras
7317,vacuum lifter  moving playing cards,i d like to buy a small vacuum lifter so that i can move playing cards around with robotics  but my  google fu  is failing me  i don t really know what search terms to look for    or what webpages to look to find this kind of component  in essence  i want an electronic version of a vacuum pen  i don t really know where to search for this kind of component  i ve found pneumatic valves and other complicated machinery    but ideally i d want a self contained electronic vacuum pen  since i m only planning to move playing cards around  anyone have an idea where to look for something like this  thanks  ,robotic-arm actuator
7320,position estimation from photo fingerprinting,i want to make  d position and position change estimation from photos taken from flying robot  i need suggestions for fast photo matching   ,localization
7327,how to transfer signed integers with libusb ,folks at programmers stack exchange asked me ask here  i want to communicate with an arduino and sent integers it  i code this program in c    i initialy used bulk transfer    but it sends only char data  this in the api reference for libusb   here is the prototype of bulk transfer   int     libusb bulk transfer  struct libusb device handle  dev handle  unsigned char endpoint  unsigned char  data  int length  int  transferred  unsigned int timeout  as you can see  data is an unsigned char pointer  that is  a pointer to a buffer containing length unsigned chars  i can successfully transcieve strings  how do i transfer integers with sign  currently i am thinking about a system in which the arduino asks for the digit by sending a character and my program sends the number as reply followed by the sign  which is requested next  is this solution viable  or should i transfer the integer as a string  is there a better way  ,arduino communication usb c++
7331,position control for linear model of quadrotor  problem with tracking task ,lately  if you notice i have posted some questions regarding position tracking for nonlinear model  i couldn t do it  i ve switched to linear model  hope i can do it  for regulation problem  the position control seems working but once i switch to tracking  the system starts oscillating  i don t know why  i have stated what i ve done below hope someone guides me to the correct path   the linear model of the quadrotor is provided here which is    begin align   ddot x        g  theta                            ddot y          g  phi                            ddot z         frac u      m    g     ddot  phi      frac l  j  x   u         ddot  theta      frac l  j  y   u         ddot  psi      frac    j  z   u         end align   in this paper  the position control based on pd is provided  in the aforementioned paper  from     and     the desired angles  and  are obtained  therefore     begin align   theta  d       frac  ddot x   d   g       phi  d           frac  ddot y   d   g   end align   where    begin align   ddot x   d     kp x  d    x    kd   dot x   d     dot x        ddot y   d     kp y  d    y    kd   dot y   d     dot y       u        kp z  d    z    kd   dot z   d     dot z       u        kp  phi  d     phi    kd   dot  phi   d     dot  phi       u        kp  theta  d     theta    kd   dot  theta   d     dot  theta       u        kp  psi  d     psi    kd   dot  psi   d     dot  psi        end align   with regulation problem where  and   the results are    now if i change the problem to the tracking one  the results are messed up     in the last paper  they state   a saturation function is needed to ensure that the reference roll and   pitch angles are within specified limits   unfortunately  the max value for  and  are not stated in the paper but since they use euler angles  i believe  in this range  and  in this range  i m using euler method as an ode solver because the step size is fixed  for the derivative  euler method is used   this is my code   for the trajectory code clear all  clc   fileid   fopen  xytrajectory txt   w      angle    pi  radius      z      t       for i              if   z                z   z                x               y          end     if    z                angle   angle                angle   wraptopi angle           x   radius   cos angle           y   radius   sin angle           z          end      x i    x      y i    y      z i    z       fprintf fileid   f  t  f  t  f n  x  y  z   end  fclose fileid   plot  x y z  grid on  ,control quadcopter matlab
7333,why do my escs stop working ,i m new to robotics and this is my first time building a quadcopter   i m unable to work out why i keep losing escs  most recently in testing  i ve managed to calibrate all   escs and accurately control the speed of all   motors   but after neatly securing them to the frame    motor didn t work   i recalibrated the escs again and  when running them again  the motor still didn t work   however  the other   motors continued to run at first  but also suddenly just stopped altogether  research suggested that escs have a cut off voltage  indicating that my battery might be too flat  so i immediately looked to recharging it  to my surprise  the  still very new  battery appeared to have bulged out  indicating that it had been damaged  further research suggested that the size of the battery i was using is insufficient for the amount of current drawn by the motors   so  without any pwm applied  i reconnected a new fully charged battery in the hope of listening for any beeps to diagnose  and one esc immediately coughed up a huge puff of smoke  before all of this happened  i only managed to get   of the escs to run their motors   despite several attempts at tweaking pwm signals and calibrating them  i ended up replacing the other    unless there s some obvious reason for my escs to keep dying on me  i can only assume that these specific escs are badly made and i should ask for my money back  these are the components i m using   raspberry pi   model b adafruit    channel    bit pwm servo driver   i c interface   pca     rctimer mini esc   a opto blheli firmware  oneshot     support    s  rctimer            kv outrunner brushless motor gens ace     mah     v   c  s p lipo battery pack  the raspberry pi is powered through its micro usb interface by a  v step up voltage regulator connected to a     mah    v lipo battery   the pwm controller is powered to its vcc pin by the gpio      v  pin from the raspberry pi  that also happens to power other sensors  at the time  when all   motors worked   i was able to accurately control them at either   hz or    hz with     millisecond duty cycles  ,quadcopter power esc pwm
7334,mechanical design for base of robotic arm,i am using dc motors to build a robotic arm   i want to make the base shoulder  which rotates and lifts  more stable and stronger   how should i design this using dc motors  also i would like to put the motor for the elbow in the base for efficiency   which design best suits this   update i am building a robotic arm for a payload of approx      kg and using dc high torque motors  in this model  i am using only a shoulder with a gripper  the gripper is self made by me weighing approximately     grams  i want to have a proper design and material choice so that the shoulder part remains less heavy and more stable  in addition to this i want to operate the movement of the gripper  i e  the up and down motion  by using the motor in the base part  what should be my design and better alternative  ,robotic-arm design
7339,driving a non circular timing belt,i d like to create a camera slider similar to this one   the only part i m not sure on is how to setup the camera drive   it looks like i can buy a similar timing belt here  but i m not sure how to set up the servo to drive the slider   particularly how to keep the belt in contact with the drive pulley   my fabrication skills are very limited so i need a simple or out of the box solution  ,servos
7344,image based  d position estimation with one camera,there is too many  d position estimation with one camera  is there any  d position estimation application or technique with one camera  if there is no application or technique why  ,localization
7349,arduino triggers a camera to start recording,i ve already made an arduino device which detects the trigger event  but now i want it to trigger the recording and storage of video when this event occurs   if the camera could be wirelessly triggered a few feet away from the arduino unit  that would be optimal  but i can settle for running wires if need be  i m looking for suggestions because i m on a limited budget for this project  i want to avoid reinventing the wheel and ordering parts which i can t get to work with an arduino  i m considering the use of this camera   this is my first arduino project   any help is very welcome  ,arduino wireless
7358,suggestion for a camera,are there good low cost cameras that are frequently used in robotics  i am assuming there are cameras that are good fit for robotics      works well with opencv pc windows support   usb  usb   gige  usb  vision cameras seem pricey  good image sensing performance adjustable focus   manual or motorized  fine focus control would be great   do ip cameras make good cameras for robotic vision projects  ,computer-vision cameras
7359,interfacing gpu image processing with motor control at    hz,i would like to make a robotic system which takes as input a video feed  runs some gpu based image recognition on the video  and outputs commands to a set of motors  the goal is to have the motors react to the video with as little latency as possible  hopefully of the order of   s of ms  currently i have a gtx    m on a laptop running ubuntu        which is connected to the camera and doing the heavy image processing  this takes frames at   hz and will output motor commands at the same frequency  after a few days of looking around on the web for how to design such a system  i m still at a loose end whether  a  it is even feasible  b  if so  what the best approach is to interface the laptop with the motors  the image processing must run on linux  so there is no leeway to change that part of things  ,control real-time
7361,idea for web application in robotics,i am learning and i am interested robotics  but also i need to update my web development skills so the question is   is there any idea for good web application that could be connected with robotics   service robots  industrial robots etc  maybe there already is some open source ongoing web application projects for robotics in which i can make contribution  thanks  ,design software
7363,what is the difference between multiple robots and swarm robots ,what is the difference between multiple robots and swarm robots  what is the key point  also what is multi agent systems  do multi agent systems works only for computer simulations or games  these terms are used similar applications  ,simulation multi-agent swarm
